Model,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,TDP,L1 Cache,L2 Cache,Shading Units,FP32 (float),Hashrate,AI Cores
grid m3 3020,1033.0,1306.0,1300.0,4096.0,GDDR5,128.0,83.2,,64.0,2048.0,640.0,1672.0,,
grid m40,,,1300.0,8192.0,GDDR5,128.0,83.2,50.0,64.0,2048.0,384.0,793.3,,
jetson tx2,,,1866.0,8192.0,LPDDR4,128.0,59.71,15.0,48.0,512.0,256.0,665.6,,
quadro gp100,1304.0,1443.0,715.0,16384.0,HBM2,4096.0,732.2,235.0,24.0,4096.0,3584.0,10340.0,,
quadro m2000,796.0,1163.0,1653.0,4096.0,GDDR5,128.0,105.8,75.0,48.0,1024.0,768.0,1786.0,,
quadro m3000 se,823.0,924.0,1253.0,4096.0,GDDR5,256.0,160.4,75.0,48.0,2048.0,1024.0,1892.0,,
quadro m500m,1029.0,1124.0,900.0,2048.0,DDR3,64.0,14.4,30.0,64.0,1024.0,384.0,863.2,,
quadro m5500 mobile,1140.0,1165.0,1753.0,8192.0,GDDR5,256.0,224.4,150.0,48.0,2048.0,2048.0,4772.0,,
quadro m6000 24 gb,988.0,1114.0,1653.0,24576.0,GDDR5,384.0,317.4,250.0,48.0,3072.0,3072.0,6844.0,,
quadro p5000,1607.0,1733.0,1127.0,16384.0,GDDR5X,256.0,288.5,180.0,48.0,2048.0,2560.0,8873.0,,
quadro p6000,1506.0,1645.0,1127.0,24576.0,GDDR5X,384.0,432.8,250.0,48.0,3072.0,3840.0,12630.0,,
tesla m10,1033.0,1306.0,1300.0,8192.0,GDDR5,128.0,83.2,225.0,64.0,2048.0,640.0,1672.0,,
tesla p10,1025.0,1493.0,1808.0,24576.0,GDDR5X,384.0,694.3,150.0,48.0,3072.0,3840.0,11470.0,,
tesla p100 dgxs,1328.0,1480.0,715.0,16384.0,HBM2,4096.0,732.2,300.0,24.0,4096.0,3584.0,10610.0,,
tesla p100 pcie 12 gb,1190.0,1329.0,715.0,12288.0,HBM2,3072.0,549.1,250.0,24.0,3072.0,3584.0,9526.0,,
tesla p100 pcie 16 gb,1190.0,1329.0,715.0,16384.0,HBM2,4096.0,732.2,250.0,24.0,4096.0,3584.0,9526.0,,
tesla p100 sxm2,1328.0,1480.0,715.0,16384.0,HBM2,4096.0,732.2,300.0,24.0,4096.0,3584.0,10610.0,,
tesla p4,886.0,1114.0,1502.0,8192.0,GDDR5,256.0,192.3,75.0,48.0,2048.0,2560.0,5704.0,,
tesla p40,1303.0,1531.0,1808.0,24576.0,GDDR5,384.0,347.1,250.0,48.0,3072.0,3840.0,11760.0,,
titan x pascal,1417.0,1531.0,1251.0,12288.0,GDDR5X,384.0,480.4,250.0,48.0,3072.0,3584.0,10970.0,,
geforce gt 1030,1228.0,1468.0,1502.0,2048.0,GDDR5,64.0,48.06,30.0,48.0,512.0,384.0,1127.4,,0.0
geforce gt 720 oem,,,891.0,1024.0,DDR3,128.0,28.51,50.0,16.0,256.0,192.0,381.3,,0.0
geforce gtx 1050 mobile,1354.0,1493.0,1752.0,2048.0,GDDR5,128.0,112.1,75.0,48.0,1024.0,640.0,1911.0,,0.0
geforce gtx 1050 mobile,1354.0,1493.0,1752.0,2048.0,GDDR5,128.0,112.1,75.0,48.0,1024.0,640.0,1911.0,,0.0
geforce gtx 1050 ti mobile,1493.0,1620.0,1752.0,2048.0,GDDR5,128.0,112.1,75.0,48.0,1024.0,768.0,2488.0,,0.0
geforce gtx 1050 ti mobile,1493.0,1620.0,1752.0,4096.0,GDDR5,128.0,112.1,75.0,48.0,1024.0,768.0,2488.0,,0.0
geforce gtx 1060 5 gb,1506.0,1709.0,2002.0,5120.0,GDDR5,160.0,160.2,120.0,48.0,1280.0,1280.0,4375.0,,0.0
geforce gtx 1060 6 gb 9gbps,1506.0,1709.0,2257.0,6144.0,GDDR5,192.0,216.7,120.0,48.0,1536.0,1280.0,4375.0,,0.0
geforce gtx 1060 max q,1063.0,1480.0,2002.0,6144.0,GDDR5,192.0,192.2,80.0,48.0,1536.0,1280.0,3789.0,,0.0
geforce gtx 1070 max q,1215.0,1379.0,2002.0,8192.0,GDDR5,256.0,256.3,115.0,48.0,2048.0,2048.0,5648.0,,0.0
geforce gtx 1070 ti,1607.0,1683.0,2002.0,8192.0,GDDR5,256.0,256.3,180.0,48.0,2048.0,2432.0,8186.0,30500000.0,0.0
geforce gtx 1080 11gbps,1607.0,1733.0,1376.0,8192.0,GDDR5X,256.0,352.3,180.0,48.0,2048.0,2560.0,8873.0,,0.0
geforce gtx 1080 max q,1277.0,1366.0,1251.0,8192.0,GDDR5X,256.0,320.3,150.0,48.0,2048.0,2560.0,6994.0,,0.0
geforce gtx 1080 ti,1481.0,1582.0,1376.0,11264.0,GDDR5X,352.0,484.4,250.0,48.0,2816.0,3584.0,11340.0,49000000.0,0.0
geforce mx110,978.0,1006.0,1253.0,2048.0,GDDR5,64.0,40.1,30.0,64.0,1024.0,256.0,515.1,,0.0
geforce mx130,1109.0,1189.0,1253.0,2048.0,GDDR5,64.0,40.1,30.0,64.0,1024.0,384.0,913.2,,0.0
geforce mx150,937.0,1038.0,1253.0,2048.0,GDDR5,64.0,40.1,10.0,48.0,512.0,384.0,797.2,,0.0
geforce mx150,1469.0,1532.0,1502.0,2048.0,GDDR5,64.0,48.06,25.0,48.0,512.0,384.0,1176.6,,0.0
p104 100,1607.0,1733.0,1251.0,4096.0,GDDR5X,256.0,320.3,,48.0,2048.0,1920.0,6655.0,,
p106 090,1354.0,1531.0,2002.0,3072.0,GDDR5,192.0,192.2,75.0,48.0,1536.0,768.0,2352.0,,
p106 100,1506.0,1709.0,2002.0,6144.0,GDDR5,192.0,192.2,120.0,48.0,1536.0,1280.0,4375.0,,
quadro m1200 mobile,991.0,1148.0,1253.0,4096.0,GDDR5,128.0,80.19,45.0,64.0,2048.0,640.0,1469.4,,
quadro m2200 mobile,695.0,1036.0,1377.0,4096.0,GDDR5,128.0,88.13,55.0,48.0,1024.0,1024.0,2122.0,,
quadro m520 mobile,965.0,1176.0,1253.0,2048.0,GDDR5,64.0,40.1,25.0,64.0,1024.0,384.0,903.2,,
quadro m620 mobile,756.0,1018.0,1253.0,2048.0,GDDR5,128.0,80.19,30.0,64.0,2048.0,512.0,1042.4,,
quadro p1000,1266.0,1480.0,1253.0,4096.0,GDDR5,128.0,80.19,47.0,48.0,1024.0,640.0,1894.0,,
quadro p1000,1354.0,1392.0,1502.0,4096.0,GDDR5,128.0,96.13,47.0,48.0,1024.0,512.0,1425.4,,
quadro p1000 mobile,1493.0,1519.0,1502.0,4096.0,GDDR5,128.0,96.13,40.0,48.0,1024.0,512.0,1555.0,,
quadro p2000,1076.0,1480.0,1752.0,5120.0,GDDR5,160.0,140.2,75.0,48.0,1280.0,1024.0,3031.0,,
quadro p2000 mobile,1557.0,1607.0,1502.0,4096.0,GDDR5,128.0,96.13,50.0,48.0,1024.0,768.0,2468.0,,
quadro p3000 mobile,1088.0,1215.0,1752.0,6144.0,GDDR5,192.0,168.2,75.0,48.0,1536.0,1280.0,3110.0,,
quadro p400,1228.0,1252.0,1002.0,2048.0,GDDR5,64.0,32.06,30.0,48.0,512.0,256.0,641.0,,
quadro p4000,1202.0,1480.0,1901.0,8192.0,GDDR5,256.0,243.3,105.0,48.0,2048.0,1792.0,5304.0,,
quadro p4000 max q,1114.0,1228.0,1502.0,8192.0,GDDR5,256.0,192.3,100.0,48.0,2048.0,1792.0,4401.0,,
quadro p4000 mobile,1202.0,1228.0,1500.0,8192.0,GDDR5,256.0,192.0,100.0,48.0,2048.0,1792.0,4401.0,,
quadro p5000 mobile,1164.0,1506.0,1500.0,16384.0,GDDR5,256.0,192.0,100.0,48.0,2048.0,2048.0,6169.0,,
quadro p5000 x2 mobile,1164.0,1506.0,1500.0,16384.0,GDDR5,256.0,192.0,200.0,48.0,2048.0,2048.0,6169.0,,
quadro p600,1329.0,1557.0,1002.0,2048.0,GDDR5,128.0,64.13,40.0,48.0,1024.0,384.0,1195.8,,
quadro p600 mobile,1430.0,1620.0,1252.0,4096.0,GDDR5,128.0,80.13,40.0,48.0,1024.0,384.0,1244.2,,
switch gpu 20nm,384.0,768.0,1600.0,4096.0,DDR4,64.0,25.6,15.0,,,256.0,393.2,,
tesla p6 mobile,1012.0,1506.0,1502.0,16384.0,GDDR5,256.0,192.3,90.0,48.0,2048.0,2048.0,6169.0,,
tesla v100 pcie 16 gb,1245.0,1380.0,876.0,16384.0,HBM2,4096.0,897.0,300.0,128.0,6144.0,5120.0,14130.0,,
tesla v100 sxm2 16 gb,1312.0,1530.0,876.0,16384.0,HBM2,4096.0,897.0,250.0,128.0,6144.0,5120.0,15670.0,,
titan v,1200.0,1455.0,848.0,12288.0,HBM2,3072.0,651.3,250.0,96.0,4608.0,5120.0,14900.0,,
titan xp,1405.0,1582.0,1426.0,12288.0,GDDR5X,384.0,547.6,250.0,48.0,3072.0,3840.0,12150.0,,
geforce gt 1030 ddr4,1152.0,1379.0,1050.0,2048.0,DDR4,64.0,16.8,20.0,48.0,512.0,384.0,1059.1,,0.0
geforce gt 1030 gk107,,,1250.0,2048.0,GDDR5,128.0,80.0,65.0,16.0,256.0,384.0,812.5,,0.0
geforce gtx 1050 3 gb,1392.0,1518.0,1752.0,3072.0,GDDR5,96.0,84.1,75.0,48.0,768.0,768.0,2332.0,,0.0
geforce gtx 1050 max q,1000.0,1139.0,1752.0,4096.0,GDDR5,128.0,112.1,75.0,48.0,1024.0,640.0,1457.9,,0.0
geforce gtx 1050 ti max q,1152.0,1291.0,1752.0,4096.0,GDDR5,128.0,112.1,75.0,48.0,1024.0,768.0,1983.0,,0.0
geforce gtx 1060 6 gb gddr5x,1506.0,1709.0,1001.0,6144.0,GDDR5X,192.0,192.2,120.0,48.0,1536.0,1280.0,4375.0,,0.0
geforce gtx 1060 6 gb gp104,1506.0,1708.0,2002.0,6144.0,GDDR5,192.0,192.2,120.0,48.0,1536.0,1280.0,4372.0,,0.0
geforce gtx 1060 6 gb rev 2,1506.0,1709.0,2002.0,6144.0,GDDR5,192.0,192.2,120.0,48.0,1536.0,1280.0,4375.0,,0.0
geforce gtx 1060 8 gb gddr5x,1506.0,1709.0,1001.0,8192.0,GDDR5X,256.0,256.3,120.0,48.0,2048.0,1280.0,4375.0,,0.0
geforce gtx 1070 gddr5x,1506.0,1683.0,1001.0,8192.0,GDDR5X,256.0,256.3,150.0,48.0,2048.0,1920.0,6463.0,,0.0
geforce gtx 1080 ti 10 gb,1582.0,1683.0,1376.0,10240.0,GDDR5X,320.0,440.3,250.0,48.0,2560.0,3200.0,10770.0,,0.0
geforce gtx 1080 ti 12 gb,1557.0,1670.0,1376.0,12288.0,GDDR5X,384.0,528.4,250.0,48.0,2560.0,3200.0,10690.0,,0.0
geforce rtx 2070,1410.0,1620.0,1750.0,8192.0,GDDR6,256.0,448.0,175.0,64.0,4096.0,2304.0,7465.0,41000000.0,288.0
geforce rtx 2080,1515.0,1710.0,1750.0,8192.0,GDDR6,256.0,448.0,215.0,64.0,4096.0,2944.0,10070.0,41000000.0,368.0
geforce rtx 2080,1515.0,1710.0,1750.0,8192.0,GDDR6,256.0,448.0,215.0,64.0,4096.0,3072.0,10510.0,,384.0
geforce rtx 2080 ti,1350.0,1545.0,1750.0,11264.0,GDDR6,352.0,616.0,250.0,64.0,5632.0,4352.0,13450.0,55200000.0,544.0
jetson agx xavier 16 gb,854.0,1377.0,2133.0,16384.0,LPDDR4X,256.0,136.5,30.0,128.0,512.0,512.0,1410.0,,
jetson agx xavier 32 gb,854.0,1377.0,2133.0,32768.0,LPDDR4X,256.0,136.5,30.0,128.0,512.0,512.0,1410.0,,
p102 100,1582.0,1683.0,1376.0,5120.0,GDDR5X,320.0,440.3,250.0,48.0,2560.0,3200.0,10770.0,,
p102 101,1557.0,1670.0,2002.0,10240.0,GDDR5,320.0,320.3,250.0,48.0,2560.0,3200.0,10690.0,,
p104 101,1506.0,1683.0,2002.0,4096.0,GDDR5,256.0,256.3,,48.0,2048.0,2560.0,8617.0,,
quadro gv100,1132.0,1627.0,848.0,32768.0,HBM2,4096.0,868.4,250.0,128.0,6144.0,5120.0,16660.0,,
quadro p3200 max q,1139.0,1404.0,1753.0,6144.0,GDDR5,192.0,168.3,75.0,48.0,1536.0,1792.0,5032.0,,
quadro p3200 mobile,1328.0,1543.0,1752.0,6144.0,GDDR5,192.0,168.2,75.0,48.0,1536.0,1792.0,5530.0,,
quadro p4200 max q,1215.0,1480.0,1753.0,8192.0,GDDR5,256.0,224.4,100.0,48.0,2048.0,2304.0,6820.0,,
quadro p4200 mobile,1418.0,1594.0,1753.0,8192.0,GDDR5,256.0,224.4,100.0,48.0,2048.0,2304.0,7345.0,,
quadro p500 mobile,1455.0,1519.0,1253.0,2048.0,GDDR5,64.0,40.1,18.0,48.0,512.0,256.0,777.7,,
quadro p5200 max q,1316.0,1569.0,1804.0,16384.0,GDDR5,256.0,230.9,100.0,48.0,2048.0,2560.0,8032.999999999999,,
quadro p5200 mobile,1582.0,1759.0,1804.0,16384.0,GDDR5,256.0,230.9,100.0,48.0,2048.0,2560.0,9006.0,,
quadro p620,1266.0,1354.0,1252.0,2048.0,GDDR5,128.0,80.13,40.0,48.0,1024.0,512.0,1386.5,,
quadro p620 mobile,1177.0,1443.0,1502.0,4096.0,GDDR5,128.0,96.13,40.0,48.0,1024.0,512.0,1477.6,,
quadro rtx 4000,1005.0,1545.0,1625.0,8192.0,GDDR6,256.0,416.0,160.0,64.0,4096.0,2304.0,7119.0,,288.0
quadro rtx 5000,1620.0,1815.0,1750.0,16384.0,GDDR6,256.0,448.0,230.0,64.0,4096.0,3072.0,11150.0,,384.0
quadro rtx 6000,1440.0,1770.0,1750.0,24576.0,GDDR6,384.0,672.0,260.0,64.0,6144.0,4608.0,16309.999999999998,,576.0
quadro rtx 6000 passive,1305.0,1560.0,1750.0,24576.0,GDDR6,384.0,672.0,260.0,64.0,6144.0,4608.0,14380.0,,576.0
quadro rtx 8000,1395.0,1770.0,1750.0,49152.0,GDDR6,384.0,672.0,260.0,64.0,6144.0,4608.0,16309.999999999998,,576.0
quadro rtx 8000 passive,1230.0,1620.0,1625.0,49152.0,GDDR6,384.0,624.0,260.0,64.0,6144.0,4608.0,14930.0,,576.0
tesla t4,585.0,1590.0,1250.0,16384.0,GDDR6,256.0,320.0,70.0,64.0,4096.0,2560.0,8141.0,,
tesla t4g,585.0,1590.0,1250.0,16384.0,GDDR6,256.0,320.0,70.0,64.0,4096.0,2560.0,8141.0,,
tesla v100 dgxs 16 gb,1354.0,1582.0,876.0,16384.0,HBM2,4096.0,897.0,250.0,128.0,6144.0,5120.0,16200.0,,
tesla v100 dgxs 32 gb,1297.0,1530.0,876.0,32768.0,HBM2,4096.0,897.0,250.0,128.0,6144.0,5120.0,15670.0,,
tesla v100 fhhl,937.0,1290.0,808.0,16384.0,HBM2,4096.0,827.4,250.0,128.0,6144.0,5120.0,13210.0,,
tesla v100 pcie 32 gb,1230.0,1380.0,876.0,32768.0,HBM2,4096.0,897.0,250.0,128.0,6144.0,5120.0,14130.0,,
tesla v100 sxm2 32 gb,1290.0,1530.0,877.0,32768.0,HBM2,4096.0,898.0,250.0,128.0,6144.0,5120.0,15670.0,,
tesla v100 sxm3 32 gb,1380.0,1597.0,958.0,32768.0,HBM2,4096.0,981.0,250.0,128.0,6144.0,5120.0,16350.000000000002,,
titan rtx,1350.0,1770.0,1750.0,24576.0,GDDR6,384.0,672.0,280.0,64.0,6144.0,4608.0,16309.999999999998,,576.0
titan v ceo edition,1200.0,1455.0,848.0,32768.0,HBM2,4096.0,868.4,250.0,128.0,6144.0,5120.0,14900.0,,
geforce gtx 1050 mobile 3 gb,1366.0,1442.0,1752.0,3072.0,GDDR5,96.0,84.1,75.0,48.0,768.0,768.0,2215.0,,0.0
geforce gtx 1650,1485.0,1665.0,2001.0,4096.0,GDDR5,128.0,128.1,75.0,64.0,1024.0,896.0,2984.0,,0.0
geforce gtx 1650 max q,1020.0,1245.0,1751.0,4096.0,GDDR5,128.0,112.1,50.0,64.0,1024.0,1024.0,2550.0,,0.0
geforce gtx 1650 mobile,1395.0,1560.0,2001.0,4096.0,GDDR5,128.0,128.1,50.0,64.0,1024.0,1024.0,3195.0,,0.0
geforce gtx 1650 super,1530.0,1725.0,1500.0,4096.0,GDDR6,128.0,192.0,100.0,64.0,1024.0,1280.0,4416.0,,0.0
geforce gtx 1660,1530.0,1785.0,2001.0,6144.0,GDDR5,192.0,192.1,120.0,64.0,1536.0,1408.0,5027.0,24000000.0,0.0
geforce gtx 1660 super,1530.0,1785.0,1750.0,6144.0,GDDR6,192.0,336.0,125.0,64.0,1536.0,1408.0,5027.0,29300000.0,0.0
geforce gtx 1660 ti,1500.0,1770.0,1500.0,6144.0,GDDR6,192.0,288.0,120.0,64.0,1536.0,1536.0,5437.0,28000000.0,0.0
geforce gtx 1660 ti max q,1140.0,1335.0,1500.0,6144.0,GDDR6,192.0,288.0,,64.0,1536.0,1536.0,4101.0,,0.0
geforce gtx 1660 ti mobile,1455.0,1590.0,1500.0,6144.0,GDDR6,192.0,288.0,,64.0,1536.0,1536.0,4884.0,,0.0
geforce mx150 gp107,1469.0,1532.0,1502.0,2048.0,GDDR5,64.0,48.06,25.0,48.0,512.0,384.0,1176.6,,0.0
geforce mx230,1519.0,1531.0,1502.0,2048.0,GDDR5,64.0,48.06,10.0,48.0,512.0,256.0,783.9,,0.0
geforce mx250,937.0,1038.0,1502.0,2048.0,GDDR5,64.0,48.06,10.0,48.0,512.0,384.0,797.2,,0.0
geforce mx250,1519.0,1582.0,1502.0,2048.0,GDDR5,64.0,48.06,25.0,48.0,512.0,384.0,1215.0,,0.0
geforce rtx 2060,1365.0,1680.0,1750.0,6144.0,GDDR6,192.0,336.0,160.0,64.0,3072.0,1920.0,6451.0,31000000.0,240.0
geforce rtx 2060 max q refresh,960.0,1200.0,1353.0,6144.0,GDDR6,192.0,259.8,115.0,64.0,3072.0,1920.0,4608.0,,240.0
geforce rtx 2060 mobile,960.0,1200.0,1750.0,6144.0,GDDR6,192.0,336.0,115.0,64.0,3072.0,1920.0,4608.0,,240.0
geforce rtx 2060 mobile refresh,1005.0,1560.0,1375.0,6144.0,GDDR6,192.0,264.0,65.0,64.0,3072.0,1920.0,5990.0,,240.0
geforce rtx 2060 super,1470.0,1650.0,1750.0,8192.0,GDDR6,256.0,448.0,175.0,64.0,4096.0,2176.0,7181.0,41000000.0,272.0
geforce rtx 2060 super mobile,1470.0,1530.0,1750.0,8192.0,GDDR6,256.0,448.0,175.0,64.0,4096.0,2176.0,6659.0,,272.0
geforce rtx 2070 max q,885.0,1185.0,1500.0,8192.0,GDDR6,256.0,384.0,90.0,64.0,4096.0,2304.0,5460.0,,288.0
geforce rtx 2070 mobile,1215.0,1440.0,1750.0,8192.0,GDDR6,256.0,448.0,115.0,64.0,4096.0,2304.0,6636.0,,288.0
geforce rtx 2070 super,1605.0,1770.0,1750.0,8192.0,GDDR6,256.0,448.0,215.0,64.0,4096.0,2560.0,9062.0,41000000.0,320.0
geforce rtx 2080 max q,735.0,1095.0,1500.0,8192.0,GDDR6,256.0,384.0,80.0,64.0,4096.0,2944.0,6447.0,,368.0
geforce rtx 2080 mobile,1380.0,1590.0,1750.0,8192.0,GDDR6,256.0,448.0,150.0,64.0,4096.0,2944.0,9362.0,,368.0
geforce rtx 2080 super,1650.0,1815.0,1937.0,8192.0,GDDR6,256.0,495.9,250.0,64.0,4096.0,3072.0,11150.0,44000000.0,384.0
geforce rtx 2080 ti 12 gb,1350.0,1635.0,2000.0,12288.0,GDDR6,384.0,768.0,250.0,64.0,6144.0,4608.0,15070.0,,576.0
jetson nano,640.0,921.0,1600.0,4096.0,LPDDR4,64.0,25.6,10.0,48.0,256.0,128.0,235.8,,
p106m,1291.0,1291.0,1502.0,4096.0,GDDR5,128.0,96.13,75.0,48.0,1280.0,1152.0,2974.0,,
quadro p2000 mobile,1291.0,1291.0,1502.0,3840.0,GDDR5,128.0,96.13,75.0,48.0,1280.0,1152.0,2974.0,,
quadro p2200,1000.0,1493.0,1251.0,5120.0,GDDR5X,160.0,200.2,75.0,48.0,1280.0,1280.0,3822.0,,
quadro p520 max q,1303.0,1493.0,1375.0,4096.0,GDDR5,64.0,44.0,18.0,48.0,512.0,384.0,1146.6,,
quadro p520 mobile,1303.0,1493.0,1502.0,2048.0,GDDR5,64.0,48.06,18.0,48.0,512.0,384.0,1146.6,,
quadro rtx 3000 max q,600.0,1215.0,1500.0,6144.0,GDDR6,192.0,288.0,60.0,64.0,3072.0,1920.0,4666.0,,240.0
quadro rtx 3000 mobile,945.0,1380.0,1750.0,6144.0,GDDR6,192.0,336.0,80.0,64.0,3072.0,1920.0,5299.0,,240.0
quadro rtx 3000 mobile refresh,945.0,1380.0,1750.0,6144.0,GDDR6,192.0,336.0,80.0,64.0,4096.0,1920.0,5299.0,,240.0
quadro rtx 3000 x2 mobile,945.0,1380.0,1750.0,6144.0,GDDR6,192.0,336.0,160.0,64.0,4096.0,1920.0,5299.0,,240.0
quadro rtx 4000 max q,780.0,1380.0,1500.0,8192.0,GDDR6,256.0,384.0,80.0,64.0,4096.0,2560.0,7066.0,,320.0
quadro rtx 4000 mobile,1110.0,1560.0,1750.0,8192.0,GDDR6,256.0,448.0,110.0,64.0,4096.0,2560.0,7987.0,,320.0
quadro rtx 5000 max q,600.0,1350.0,1500.0,16384.0,GDDR6,256.0,384.0,80.0,64.0,4096.0,3072.0,8294.0,,384.0
quadro rtx 5000 mobile,1035.0,1530.0,1750.0,16384.0,GDDR6,256.0,448.0,110.0,64.0,4096.0,3072.0,9400.0,,384.0
quadro rtx 6000 mobile,1275.0,1455.0,1750.0,24576.0,GDDR6,384.0,672.0,,64.0,6144.0,4608.0,13410.0,,576.0
quadro t1000 max q,765.0,1350.0,1250.0,4096.0,GDDR5,128.0,80.0,50.0,64.0,1024.0,896.0,2419.0,,
quadro t1000 mobile,1395.0,1455.0,2001.0,4096.0,GDDR5,128.0,128.1,50.0,64.0,1024.0,896.0,2607.0,,
quadro t2000 max q,1035.0,1395.0,1250.0,4096.0,GDDR5,128.0,80.0,40.0,64.0,1024.0,1024.0,2857.0,,
quadro t2000 mobile,1575.0,1785.0,2001.0,4096.0,GDDR5,128.0,128.1,60.0,64.0,1024.0,1024.0,3656.0,,
switch gpu 16nm,384.0,768.0,1600.0,4096.0,DDR4,64.0,25.6,15.0,,,256.0,393.2,,
tesla pg500 216,1260.0,1380.0,1106.0,32768.0,HBM2,4096.0,1157.12,250.0,128.0,6144.0,5120.0,14130.0,,
tesla pg503 216,1312.0,1530.0,1106.0,32768.0,HBM2,4096.0,1157.12,250.0,128.0,6144.0,4608.0,14100.0,,
tesla v100 sxm2 16 gb,1245.0,1597.0,1106.0,16384.0,HBM2,4096.0,1157.12,250.0,128.0,6144.0,5120.0,16350.000000000002,,
tesla v100s pcie 32 gb,1245.0,1597.0,1107.0,32768.0,HBM2,4096.0,1157.12,250.0,128.0,6144.0,5120.0,16350.000000000002,,
a100 pcie 40 gb,765.0,1410.0,1215.0,40960.0,HBM2e,5120.0,1597.44,250.0,192.0,40960.0,6912.0,19490.0,,
a100 sxm4 40 gb,1095.0,1410.0,1215.0,40960.0,HBM2e,5120.0,1597.44,400.0,192.0,40960.0,6912.0,19490.0,,
a100 sxm4 80 gb,1275.0,1410.0,1593.0,81920.0,HBM2e,5120.0,2088.96,400.0,192.0,40960.0,6912.0,19490.0,,
a40 pcie,1305.0,1740.0,1812.0,49152.0,GDDR6,384.0,695.8,300.0,128.0,6144.0,10752.0,37420.0,,
cmp 100hx 210,555.0,1147.0,810.0,16384.0,HBM2,4096.0,829.4,250.0,96.0,6144.0,5120.0,11750.0,,
drive a100 prod,1065.0,1410.0,1215.0,32768.0,HBM2e,6144.0,1914.88,400.0,192.0,32768.0,6912.0,19490.0,,
geforce gtx 1650 gddr6,1410.0,1590.0,1500.0,4096.0,GDDR6,128.0,192.0,75.0,64.0,1024.0,896.0,2849.0,,0.0
geforce gtx 1650 max q,930.0,1125.0,1250.0,4096.0,GDDR6,128.0,160.0,30.0,64.0,1024.0,1024.0,2304.0,,0.0
geforce gtx 1650 mobile,1380.0,1515.0,1500.0,4096.0,GDDR6,128.0,192.0,50.0,64.0,1024.0,1024.0,3103.0,,0.0
geforce gtx 1650 ti max q,1035.0,1200.0,1250.0,4096.0,GDDR6,128.0,160.0,50.0,64.0,1024.0,1024.0,2458.0,,0.0
geforce gtx 1650 ti mobile,1350.0,1485.0,1500.0,4096.0,GDDR6,128.0,192.0,50.0,64.0,1024.0,1024.0,3041.0,,0.0
geforce gtx 1650 ti mobile,1350.0,1485.0,1500.0,4096.0,GDDR6,128.0,192.0,50.0,64.0,1024.0,1024.0,3041.0,,0.0
geforce gtx 1650 tu106,1410.0,1590.0,1500.0,4096.0,GDDR6,128.0,192.0,90.0,64.0,1024.0,896.0,2849.0,,0.0
geforce gtx 1650 tu116,1410.0,1590.0,1500.0,4096.0,GDDR6,128.0,192.0,80.0,64.0,1024.0,896.0,2849.0,,0.0
geforce mx330,1531.0,1594.0,1752.0,2048.0,GDDR5,64.0,56.06,10.0,48.0,512.0,384.0,1224.2,,0.0
geforce mx350,747.0,937.0,1752.0,2048.0,GDDR5,64.0,56.06,20.0,48.0,512.0,640.0,1199.4,,0.0
geforce mx350,1354.0,1468.0,1752.0,2048.0,GDDR5,64.0,56.06,20.0,48.0,512.0,640.0,1879.0,,0.0
geforce mx450 12w,720.0,930.0,1250.0,2048.0,GDDR6,64.0,80.0,12.0,64.0,512.0,896.0,1667.0,,0.0
geforce mx450 30 5w 10gbps,1395.0,1575.0,1250.0,2048.0,GDDR6,64.0,80.0,31.0,64.0,512.0,896.0,2822.0,,0.0
geforce mx450 30 5w 8gbps,1035.0,1275.0,2000.0,2048.0,GDDR5,64.0,64.0,31.0,64.0,512.0,896.0,2285.0,,0.0
geforce rtx 2060 max q,975.0,1185.0,1375.0,6144.0,GDDR6,192.0,264.0,65.0,64.0,3072.0,1920.0,4550.0,,240.0
geforce rtx 2060 tu104,1365.0,1680.0,1750.0,6144.0,GDDR6,192.0,336.0,160.0,64.0,3072.0,1920.0,6451.0,,240.0
geforce rtx 2070 max q refresh,900.0,1125.0,1375.0,8192.0,GDDR6,256.0,352.0,115.0,64.0,4096.0,2304.0,5184.0,,288.0
geforce rtx 2070 mobile refresh,1260.0,1455.0,1375.0,8192.0,GDDR6,256.0,352.0,115.0,64.0,4096.0,2304.0,6705.0,,288.0
geforce rtx 2070 super max q,930.0,1155.0,1375.0,8192.0,GDDR6,256.0,352.0,80.0,64.0,4096.0,2560.0,5914.0,,320.0
geforce rtx 2070 super mobile,1140.0,1380.0,1750.0,8192.0,GDDR6,256.0,448.0,115.0,64.0,4096.0,2560.0,7066.0,,320.0
geforce rtx 2080 super max q,735.0,975.0,1375.0,8192.0,GDDR6,256.0,352.0,80.0,64.0,4096.0,3072.0,5990.0,,384.0
geforce rtx 2080 super mobile,1365.0,1560.0,1750.0,8192.0,GDDR6,256.0,448.0,150.0,64.0,4096.0,3072.0,9585.0,,384.0
geforce rtx 3060 ti,1410.0,1665.0,1750.0,8192.0,GDDR6,256.0,448.0,200.0,128.0,4096.0,4864.0,16200.0,60000000.0,152.0
geforce rtx 3070,1500.0,1725.0,1750.0,8192.0,GDDR6,256.0,448.0,220.0,128.0,4096.0,5888.0,20310.0,60000000.0,184.0
geforce rtx 3080,1440.0,1710.0,1188.0,10240.0,GDDR6X,320.0,760.3,320.0,128.0,5120.0,8704.0,29770.0,98000000.0,272.0
