date,price,gpu_name
2023-10-21,,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-22,,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-23,,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-24,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-25,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-26,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-27,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-28,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-29,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-30,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-10-31,158.285,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-01,159.615,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-02,159.615,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-03,159.615,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-04,159.615,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-05,159.615,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-06,159.615,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-07,160.275,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-08,161.605,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-09,161.605,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-10,161.605,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-11,161.605,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-12,163.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-13,163.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-14,163.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-15,163.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-16,163.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-17,158.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-18,158.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-19,158.05,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
2023-11-20,159.605,Sapphire PULSE Low Profile Radeon RX 6400 4 GB Video Card (11315-01-20G) - PCPartPicker
